;;;;KAPACITA  2025;;;;
  ŽSR vyjadruje voľnú kapacitu trate:;;;;;;;;
a)  využitím  priepustnej  výkonnosti pravidelnou vlakovou dopravou, ;;;;;;;;
b)  počtom voľných  vlakových trás.;;;;;;;;
;;;;;;;;
;Vysvetlivky:;OD   - osobná doprava;;P   - párny smer;;Ppp   - párny smer, vlaky podľa potreby;;
;;ND   - nákladná doprava;;N   - nepárny smer;;Npp   - nepárny smer, vlaky podľa potreby;;
;;;;;;;;
Trať;Traťový úsek;Obmedzujúci medzistaničný úsek;Smer;Počet  trás vlakov;;;Voľná kapacita (NVK);Stupeň obsadenia traťovej koľaje pravidelnou dopravou (So)
;;;;OD;ND;Kapacita (n);Využitie praktickej priepustnosti v % (Kvp);
A;Bratislava-Rača;Bratislava-Rača;N;87;43;150;18;0,60
;;;Npp;0;1;;87,0;
;;;P;71;25;141;42;0,49
125;Bratislava-Rača;Odb Vinohrady;Ppp;0;3;;68,1;
A;Bratislava hl. st.;Bratislava hl. st.;N;72;19;128;34;0,44
;;;Npp;0;3;;70,9;
;;;P;36;88;172;48;0,53
126;Bratislava hl. st.;Bratislava hl. st.;Ppp;0;0;;72,3;
A;Devínska Nová Ves;Bratislava-Lamač;N;34;85;176;57;0,49
;;;Npp;0;0;;67,5;
;;;P;36;81;158;41;0,47
126;Devínska Nová Ves;Devínska Nová Ves;Ppp;0;0;;74,0;
A;Zohor;Zohor;N;34;82;164;48;0,46
;;;Npp;0;0;;70,8;
;;;P;36;77;133;20;0,58
126;Zohor;Veľké Leváre;Ppp;0;0;;84,8;
A;Kúty;Sekule;N;34;75;131;22;0,61
;;;Npp;0;0;;83,0;
;;;P;15;57;150;;0,90
126;Kúty;Kúty;Ppp;0;0;;7;
A;Lanžhot (CZ);Lanžhot (CZ);N;15;56;;95,3;
;;;Npp;0;0;;;
;;;P;0;0;107;;0,00
126;Devínska Nová Ves;Devínska Nová Ves;Ppp;0;3;;101;
B;Marchegg (AT);Marchegg (AT);N;0;0;;0,0;
;;;Npp;0;3;;;
;;;P;0;10;18;;0,94
126;Plavecký Mikuláš;Rohožník;Ppp;0;0;;0;
C;Zohor;Zohor;N;0;8;;100,0;
;;;Npp;0;0;;;
;;;P;0;0;61;;0,00
126;Zohor;Zohor;Ppp;0;2;;57;
C;Záhorská Ves;Záhorská Ves;N;0;0;;0,0;
;;;Npp;0;2;;;
;;;P;0;3;330;;0,03
127;Bratislava-Vajnory;Bratislava-Vajnory;Ppp;0;6;;307;
A;Ba vých.odch.sk. Juh;Ba vých.odch.sk. Juh;N;0;6;;2,7;
;;;Npp;0;8;;;
;;;P;3;34;225;;0,26
127;Ba vých.odch.sk. Juh;Ba vých.odch.sk. Juh;Ppp;0;5;;152;
A;Odb Vinohrady;Odb Vinohrady;N;2;24;;28,0;
;;;Npp;0;5;;;
;;;P;0;16;223;;0,14
127;Bratislava východ;Bratislava východ;Ppp;0;3;;186;
B;Bratislava-Rača;Bratislava-Rača;N;0;16;;14,3;
;;;Npp;0;2;;;
;;;P;9;86;108;13;0,76
127;Bratislava východ;Bratislava-N. Mesto;Ppp;0;0;;87,7;
C;Bratislava ÚNS;Bratislava ÚNS;N;8;88;112;15;0,76
;;;Npp;0;1;;85,6;
;;;P;9;79;125;36;0,57
127;Bratislava ÚNS;Bratislava ÚNS;Ppp;0;1;;70,6;
C;Bratislava-Petržalka;Bratislava-Petržalka;N;8;84;127;33;0,61
;;;Npp;0;2;;72,7;
;;;P;12;32;94;;0,84
127;Bratislava-Petržalka;Bratislava-Petržalka;Ppp;0;1;;2;
C;Rusovce;Rusovce;N;11;35;;95,8;
;;;Npp;0;1;;;
;;;P;11;22;90;;0,59
127;Rusovce;Rusovce;Ppp;0;0;;26;
C;Rajka HU;Rajka HU;N;12;19;;71,0;
;;;Npp;0;0;;;
;;;P;28;28;166;;0,55
127;Bratislava-Petržalka;Bratislava-Petržalka;Ppp;0;9;;20;
D;Kittsee AT;Kittsee AT;N;32;32;;72,4;
;;;Npp;0;17;;;
;;;P;0;18;265;;0,13
127;Odb Močiar;Odb Močiar;Ppp;0;0;;229;
E;Bratislava predm.;Bratislava predm.;N;0;18;;13,6;
;;;Npp;0;0;;;
;;;P;0;5;335;;0,02
127;Odb Močiar;Odb Močiar;Ppp;0;5;;320;
F;Odb Vinohrady;Odb Vinohrady;N;0;2;;2,1;
;;;Npp;0;3;;;
;;;P;52;37;181;;0,84
127;Bratislava-N. Mesto;Bratislava-N. Mesto;Ppp;0;0;;0;
G;Bratislava hl. st.;Bratislava hl. st.;N;50;41;;99,4;
;;;Npp;0;1;;;
;;;P;20;18;154;114;0,22
128;Galanta;Gáň;Ppp;0;2;;24,6;
A;Leopoldov;Sereď;N;20;17;157;118;0,22
;;;Npp;0;2;;23,5;
;;;P;20;5;70;;0,56
128;Sereď;Sereď;Ppp;0;1;;19;
B;Trnava;Trnava;N;20;4;;70,0;
;;;Npp;0;1;;;
;;;P;16;8;115;;0,36
128;Trnava;Jablonica;Ppp;0;2;;62;
C;Kúty;Senica nad Myjavou;N;17;8;;42,6;
;;;Npp;0;2;;;
;;;P;0;0;44;;0,00
128;Brezová pod Brad.;Brezová pod Brad.;Ppp;0;1;;42;
D;Jablonica;Jablonica;N;0;0;;0,0;
;;;Npp;0;1;;;
;;;P;13;0;111;;0,25
129;Nové Mesto nad Váh.;Poriadie;Ppp;0;2;;81;
A;Myjava;Myjava;N;13;0;;23,4;
;;;Npp;0;2;;;
;;;P;8;0;84;;0,25
129;Myjava;Myjava;Ppp;0;1;;65;
A;Javorník nad Vel. (CZ);Vrbovce;N;9;0;;20,2;
;;;Npp;0;1;;;
;;;P;14;0;43;;0,43
129;Kúty;Gbely;Ppp;0;1;;14;
B;Skalica na Slovensku;Holíč nad Moravou;N;13;0;;63,5;
;;;Npp;0;1;;;
;;;P;0;0;140;;0,00
129;Skalica na Slovensku;Skalica na Slovensku;Ppp;0;0;;140;
B;Sudoměřice n.M. (CZ);Sudoměřice n.M. (CZ);N;0;0;;0,0;
;;;Npp;0;0;;;
;;;P;0;0;55;;0,00
129;Hodonín (CZ);Hodonín (CZ);Ppp;0;0;;55;
C;Holíč nad Moravou;Holíč nad Moravou;N;0;0;;0,0;
;;;Npp;0;0;;;
;;;P;0;0;34;;trať prenajatá na účely cyklotrasy
129;Piešťany;Piešťany;Ppp;0;0;;34;
E;Vrbové;Vrbové;N;0;0;;0,0;
;;;Npp;0;0;;;
;;;P;4;1;19;;0,43
130;Trenčín;Mníchova Lehota;Ppp;0;1;;7;
A;Chynorany;Bánovce nad Béb.;N;4;1;;52,6;
;;;Npp;0;1;;;
;;;P;13;1;72;;0,33
130;Trenčianska Teplá;Nemšová;Ppp;0;0;;44;
B;Horné Srnie;Horné Srnie;N;13;1;;38,9;
;;;Npp;0;0;;;
;; ;P;2;0;55;;0,06
130;Horné Srnie;Horné Srnie;Ppp;0;0;;51;
B;Vlárský průsmyk (CZ);Vlárský průsmyk (CZ);N;2;0;;7,3;
;;;Npp;0;0;;;
;;;P;0;0;22;;0,00
130;Nemšová;Nemšová ;Ppp;0;2;;18;
C;Lednické Rovne;Pruské;N;0;0;;0,0;
;;;Npp;0;2;;;
;;;P;4;0;29;;0,23
130;Trenčianske Teplice;Trenčianske Teplice;Ppp;0;0;;21;
D;Trenč. Teplá ÚRT;Trenč. Teplá ÚRT;N;4;0;;27,8;
;;;Npp;0;0;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
